[  863]   fixation ->    pursuit (ibdt:108)
[  864]   fixation ->    pursuit (ibdt:108)
[  865]   fixation ->    pursuit (ibdt:108)
[  866]   fixation ->    pursuit (ibdt:108)
[  867]    saccade ->    pursuit (ibdt:108)
[  868]    saccade ->    pursuit (ibdt:108)
[  869]    saccade ->    pursuit (ibdt:108)
[  870]    saccade ->    pursuit (ibdt:108)
[  871]    saccade ->    pursuit (ibdt:108)
[  872]    saccade ->    pursuit (ibdt:108)
[  873]    saccade ->    pursuit (ibdt:108)
[  874]    saccade ->    pursuit (ibdt:108)
[  875]   fixation ->    pursuit (ibdt:108)
[  876]   fixation ->    pursuit (ibdt:108)
[  877]   fixation ->    pursuit (ibdt:108)
[  878]   fixation ->    pursuit (ibdt:108)
[  879]   fixation ->    pursuit (ibdt:108)
[  880]   fixation ->    pursuit (ibdt:108)
[  881]   fixation ->    pursuit (ibdt:108)
[  882]   fixation ->    pursuit (ibdt:108)
[  883]   fixation ->    pursuit (ibdt:108)
[  884]   fixation ->    pursuit (ibdt:108)
[  885]   fixation ->    pursuit (ibdt:108)
[  886]   fixation ->    pursuit (ibdt:108)
[  887]   fixation ->    pursuit (ibdt:108)
[  888]   fixation ->    pursuit (ibdt:108)
[  889]   fixation ->    pursuit (ibdt:108)
[  890]   fixation ->    pursuit (ibdt:108)
[  891]   fixation ->    pursuit (ibdt:108)
[  892]   fixation ->    pursuit (ibdt:108)
[  893]   fixation ->    pursuit (ibdt:108)
[  894]   fixation ->    pursuit (ibdt:108)
[  895]   fixation ->    pursuit (ibdt:108)
[  896]   fixation ->    pursuit (ibdt:108)
[  897]   fixation ->    pursuit (ibdt:108)
[  898]   fixation ->    pursuit (ibdt:108)
[  899]   fixation ->    pursuit (ibdt:108)
[  900]   fixation ->    pursuit (ibdt:108)
[  901]   fixation ->    pursuit (ibdt:108)
[  902]   fixation ->    pursuit (ibdt:108)
[  903]   fixation ->    pursuit (ibdt:108)
[  904]   fixation ->    pursuit (ibdt:108)
[  905]   fixation ->    pursuit (ibdt:108)
[  906]   fixation ->    pursuit (ibdt:108)
[  907]   fixation ->    pursuit (ibdt:108)
[  908]   fixation ->    pursuit (ibdt:108)
[  909]   fixation ->    pursuit (ibdt:108)
[  910]   fixation ->    pursuit (ibdt:108)
[  911]   fixation ->    pursuit (ibdt:108)
[  912]   fixation ->    pursuit (ibdt:108)
[  977]   fixation ->    saccade (ibdt:108)
[  984]    saccade ->   fixation (ibdt:108)
[  985]    saccade ->   fixation (ibdt:108)
[  993]    saccade ->    pursuit (ibdt:108)
[  994]    saccade ->    pursuit (ibdt:108)
[  995]    saccade ->    pursuit (ibdt:108)
[  996]    saccade ->    pursuit (ibdt:108)
[  997]    saccade ->   fixation (ibdt:108)
[  998]    saccade ->   fixation (ibdt:108)
[  999]    saccade ->   fixation (ibdt:108)
[ 1000]    saccade ->    pursuit (ibdt:108)
[ 1001]   fixation ->    pursuit (ibdt:108)
[ 1083]    saccade ->   fixation (ibdt:108)
[ 1084]    saccade ->    pursuit (ibdt:108)
[ 1085]    saccade ->    pursuit (ibdt:108)
[ 1086]    saccade ->    pursuit (ibdt:108)
[ 1087]    saccade ->    pursuit (ibdt:108)
[ 1088]    saccade ->    pursuit (ibdt:108)
[ 1089]    saccade ->    pursuit (ibdt:108)
[ 1090]    saccade ->    pursuit (ibdt:108)
[ 1091]    saccade ->    pursuit (ibdt:108)
[ 1092]    saccade ->   fixation (ibdt:108)
[ 1093]    saccade ->   fixation (ibdt:108)
[ 1094]    saccade ->   fixation (ibdt:108)
[ 1095]   fixation ->    pursuit (ibdt:108)
[ 1144]    saccade ->   fixation (ibdt:108)
[ 1145]    saccade ->   fixation (ibdt:108)
[ 1146]    saccade ->    pursuit (ibdt:108)
[ 1147]    saccade ->    pursuit (ibdt:108)
[ 1148]    saccade ->    pursuit (ibdt:108)
[ 1149]    saccade ->    pursuit (ibdt:108)
[ 1150]    saccade ->   fixation (ibdt:108)
[ 1151]    saccade ->   fixation (ibdt:108)
[ 1152]    saccade ->   fixation (ibdt:108)
[ 1153]    saccade ->   fixation (ibdt:108)
[ 1182]    saccade ->    pursuit (ibdt:108)
[ 1183]    saccade ->    pursuit (ibdt:108)
[ 1184]    saccade ->    pursuit (ibdt:108)
[ 1185]    saccade ->    pursuit (ibdt:108)
[ 1186]    saccade ->    pursuit (ibdt:108)
[ 1187]    saccade ->    pursuit (ibdt:108)
[ 1188]    saccade ->    pursuit (ibdt:108)
[ 1189]    saccade ->    pursuit (ibdt:108)
[ 1190]    saccade ->    pursuit (ibdt:108)
[ 1191]    saccade ->    pursuit (ibdt:108)
[ 1192]    saccade ->   fixation (ibdt:108)
[ 1193]    saccade ->   fixation (ibdt:108)
[ 1196]   fixation ->    pursuit (ibdt:108)
[ 1311]    saccade ->   fixation (ibdt:108)
[ 1312]    saccade ->   fixation (ibdt:108)
[ 1313]    saccade ->    pursuit (ibdt:108)
[ 1314]    saccade ->    pursuit (ibdt:108)
[ 1315]    saccade ->    pursuit (ibdt:108)
[ 1316]    saccade ->    pursuit (ibdt:108)
[ 1317]    saccade ->    pursuit (ibdt:108)
[ 1318]    saccade ->    pursuit (ibdt:108)
[ 1319]    saccade ->    pursuit (ibdt:108)
[ 1320]    saccade ->    pursuit (ibdt:108)
[ 1321]    saccade ->   fixation (ibdt:108)
[ 1420]   fixation ->    saccade (ibdt:108)
[ 1486]    saccade ->   fixation (ibdt:108)
[ 1497]    saccade ->   fixation (ibdt:108)
[ 1498]    saccade ->    pursuit (ibdt:108)
[ 1499]    saccade ->    pursuit (ibdt:108)
[ 1500]    saccade ->    pursuit (ibdt:108)
[ 1501]    saccade ->    pursuit (ibdt:108)
[ 1502]    saccade ->    pursuit (ibdt:108)
[ 1503]    saccade ->    pursuit (ibdt:108)
[ 1504]    saccade ->   fixation (ibdt:108)
[ 1525]   fixation ->    pursuit (ibdt:108)
[ 1526]   fixation ->    pursuit (ibdt:108)
[ 1527]   fixation ->    pursuit (ibdt:108)
[ 1528]   fixation ->    pursuit (ibdt:108)
[ 1529]   fixation ->    pursuit (ibdt:108)
[ 1530]   fixation ->    pursuit (ibdt:108)
[ 1531]   fixation ->    pursuit (ibdt:108)
[ 1532]   fixation ->    pursuit (ibdt:108)
[ 1533]   fixation ->    pursuit (ibdt:108)
[ 1534]   fixation ->    pursuit (ibdt:108)
[ 1535]   fixation ->    pursuit (ibdt:108)
[ 1536]   fixation ->    pursuit (ibdt:108)
[ 1537]   fixation ->    pursuit (ibdt:108)
[ 1538]   fixation ->    pursuit (ibdt:108)
[ 1539]   fixation ->    pursuit (ibdt:108)
[ 1540]   fixation ->    pursuit (ibdt:108)
[ 1541]   fixation ->    pursuit (ibdt:108)
[ 1542]   fixation ->    pursuit (ibdt:108)
[ 1543]   fixation ->    pursuit (ibdt:108)
[ 1544]   fixation ->    pursuit (ibdt:108)
[ 1545]   fixation ->    pursuit (ibdt:108)
[ 1546]   fixation ->    pursuit (ibdt:108)
[ 1547]   fixation ->    pursuit (ibdt:108)
[ 1548]   fixation ->    pursuit (ibdt:108)
[ 1549]   fixation ->    pursuit (ibdt:108)
[ 1550]   fixation ->    pursuit (ibdt:108)
[ 1551]   fixation ->    pursuit (ibdt:108)
[ 1552]   fixation ->    pursuit (ibdt:108)
[ 1553]   fixation ->    pursuit (ibdt:108)
[ 1592]    saccade ->    pursuit (ibdt:108)
[ 1597]    saccade ->    pursuit (ibdt:108)
[ 1598]    saccade ->   fixation (ibdt:108)
[ 1599]    saccade ->    pursuit (ibdt:108)
[ 1600]    saccade ->   fixation (ibdt:108)
[ 1601]    saccade ->   fixation (ibdt:108)
[ 1696]    saccade ->   fixation (ibdt:108)
[ 1697]    saccade ->    pursuit (ibdt:108)
[ 1698]    saccade ->    pursuit (ibdt:108)
[ 1699]    saccade ->    pursuit (ibdt:108)
[ 1700]    saccade ->    pursuit (ibdt:108)
[ 1701]    saccade ->    pursuit (ibdt:108)
[ 1702]    saccade ->    pursuit (ibdt:108)
[ 1703]    saccade ->    pursuit (ibdt:108)
[ 1704]    saccade ->   fixation (ibdt:108)
[ 1705]    saccade ->   fixation (ibdt:108)
[ 1706]    saccade ->   fixation (ibdt:108)
[ 1707]    saccade ->   fixation (ibdt:108)
[ 1708]    pursuit ->   fixation (ibdt:108)
[ 1709]    pursuit ->   fixation (ibdt:108)
[ 1710]    pursuit ->   fixation (ibdt:108)
[ 1712]    pursuit ->   fixation (ibdt:108)
[ 1713]    pursuit ->   fixation (ibdt:108)
[ 1714]    pursuit ->   fixation (ibdt:108)
[ 1715]    pursuit ->   fixation (ibdt:108)
[ 1716]    pursuit ->   fixation (ibdt:108)
[ 1717]    pursuit ->   fixation (ibdt:108)
[ 1718]    pursuit ->   fixation (ibdt:108)
[ 1719]    pursuit ->   fixation (ibdt:108)
[ 1720]    pursuit ->   fixation (ibdt:108)
[ 1721]    pursuit ->   fixation (ibdt:108)
[ 1722]    pursuit ->   fixation (ibdt:108)
[ 1723]    pursuit ->   fixation (ibdt:108)
[ 1724]    pursuit ->   fixation (ibdt:108)
[ 1725]    pursuit ->   fixation (ibdt:108)
[ 1726]    pursuit ->   fixation (ibdt:108)
[ 1727]    pursuit ->   fixation (ibdt:108)
[ 1728]    pursuit ->   fixation (ibdt:108)
[ 1729]    pursuit ->   fixation (ibdt:108)
[ 1730]    pursuit ->   fixation (ibdt:108)
[ 1731]    pursuit ->   fixation (ibdt:108)
[ 1732]    pursuit ->   fixation (ibdt:108)
[ 1733]    pursuit ->   fixation (ibdt:108)
[ 1734]    pursuit ->   fixation (ibdt:108)
[ 1735]    pursuit ->   fixation (ibdt:108)
[ 1736]    pursuit ->   fixation (ibdt:108)
[ 1737]    pursuit ->   fixation (ibdt:108)
[ 1738]    pursuit ->   fixation (ibdt:108)
[ 1739]    pursuit ->   fixation (ibdt:108)
[ 1740]    pursuit ->   fixation (ibdt:108)
[ 1741]    pursuit ->   fixation (ibdt:108)
[ 1742]    pursuit ->   fixation (ibdt:108)
[ 1743]    pursuit ->   fixation (ibdt:108)
[ 1744]    pursuit ->   fixation (ibdt:108)
[ 1745]    pursuit ->   fixation (ibdt:108)
[ 1746]    pursuit ->   fixation (ibdt:108)
[ 1747]    pursuit ->   fixation (ibdt:108)
[ 1748]    pursuit ->   fixation (ibdt:108)
[ 1749]    pursuit ->   fixation (ibdt:108)
[ 1750]    pursuit ->   fixation (ibdt:108)
[ 1751]    pursuit ->   fixation (ibdt:108)
[ 1752]    pursuit ->   fixation (ibdt:108)
[ 1753]    pursuit ->   fixation (ibdt:108)
[ 1754]    pursuit ->   fixation (ibdt:108)
[ 1755]    saccade ->   fixation (ibdt:108)
[ 1756]    saccade ->   fixation (ibdt:108)
[ 1757]    saccade ->   fixation (ibdt:108)
[ 1758]    saccade ->    pursuit (ibdt:108)
[ 1759]    saccade ->   fixation (ibdt:108)
[ 1760]    saccade ->   fixation (ibdt:108)
[ 1761]    pursuit ->   fixation (ibdt:108)
[ 1762]    pursuit ->   fixation (ibdt:108)
[ 1763]    pursuit ->   fixation (ibdt:108)
[ 1764]    pursuit ->   fixation (ibdt:108)
[ 1765]    pursuit ->   fixation (ibdt:108)
[ 1766]    pursuit ->   fixation (ibdt:108)
[ 1767]    pursuit ->   fixation (ibdt:108)
[ 1768]    pursuit ->   fixation (ibdt:108)
[ 1769]    pursuit ->   fixation (ibdt:108)
[ 1770]    pursuit ->   fixation (ibdt:108)
[ 1771]    pursuit ->   fixation (ibdt:108)
[ 1773]    pursuit ->   fixation (ibdt:108)
[ 1774]    pursuit ->   fixation (ibdt:108)
[ 1775]    pursuit ->   fixation (ibdt:108)
[ 1776]    pursuit ->   fixation (ibdt:108)
[ 1777]    pursuit ->   fixation (ibdt:108)
[ 1778]    pursuit ->   fixation (ibdt:108)
[ 1779]    pursuit ->   fixation (ibdt:108)
[ 1780]    pursuit ->   fixation (ibdt:108)
[ 1781]    pursuit ->   fixation (ibdt:108)
[ 1782]    pursuit ->   fixation (ibdt:108)
[ 1783]    pursuit ->   fixation (ibdt:108)
[ 1784]    pursuit ->   fixation (ibdt:108)
[ 1785]    pursuit ->   fixation (ibdt:108)
[ 1786]    pursuit ->   fixation (ibdt:108)
[ 1787]    pursuit ->   fixation (ibdt:108)
[ 1788]    pursuit ->   fixation (ibdt:108)
[ 1789]    pursuit ->   fixation (ibdt:108)
[ 1790]    pursuit ->   fixation (ibdt:108)
[ 1791]    pursuit ->   fixation (ibdt:108)
[ 1792]    pursuit ->   fixation (ibdt:108)
[ 1793]    pursuit ->   fixation (ibdt:108)
[ 1794]    pursuit ->   fixation (ibdt:108)
[ 1795]    pursuit ->   fixation (ibdt:108)
[ 1796]    pursuit ->   fixation (ibdt:108)
[ 1797]    pursuit ->   fixation (ibdt:108)
[ 1798]    pursuit ->   fixation (ibdt:108)
[ 1799]    pursuit ->   fixation (ibdt:108)
[ 1800]    pursuit ->   fixation (ibdt:108)
[ 1801]    pursuit ->   fixation (ibdt:108)
[ 1802]    pursuit ->   fixation (ibdt:108)
[ 1803]    pursuit ->   fixation (ibdt:108)
[ 1804]    pursuit ->   fixation (ibdt:108)
[ 1805]    pursuit ->   fixation (ibdt:108)
[ 1806]    pursuit ->   fixation (ibdt:108)
[ 1807]    pursuit ->   fixation (ibdt:108)
[ 1808]    pursuit ->   fixation (ibdt:108)
[ 1809]    pursuit ->   fixation (ibdt:108)
[ 1810]    pursuit ->   fixation (ibdt:108)
[ 1811]    pursuit ->   fixation (ibdt:108)
[ 1812]    pursuit ->   fixation (ibdt:108)
[ 1813]    pursuit ->   fixation (ibdt:108)
[ 1814]    pursuit ->   fixation (ibdt:108)
[ 1815]    pursuit ->   fixation (ibdt:108)
[ 1816]    pursuit ->   fixation (ibdt:108)
[ 1817]    pursuit ->   fixation (ibdt:108)
[ 1818]    pursuit ->   fixation (ibdt:108)
[ 1819]    pursuit ->   fixation (ibdt:108)
[ 1820]    pursuit ->   fixation (ibdt:108)
[ 1821]    pursuit ->   fixation (ibdt:108)
[ 1822]    pursuit ->   fixation (ibdt:108)
[ 1823]    pursuit ->   fixation (ibdt:108)
[ 1824]    pursuit ->   fixation (ibdt:108)
[ 1825]    pursuit ->   fixation (ibdt:108)
[ 1826]    pursuit ->   fixation (ibdt:108)
[ 1827]    pursuit ->   fixation (ibdt:108)
[ 1828]    pursuit ->   fixation (ibdt:108)
[ 1829]    pursuit ->   fixation (ibdt:108)
[ 1830]    saccade ->    pursuit (ibdt:108)
[ 1831]    saccade ->    pursuit (ibdt:108)
[ 1832]    saccade ->    pursuit (ibdt:108)
[ 1833]    saccade ->    pursuit (ibdt:108)
[ 1834]    saccade ->    pursuit (ibdt:108)
[ 1835]    saccade ->    pursuit (ibdt:108)
[ 1836]    saccade ->    pursuit (ibdt:108)
[ 1837]    saccade ->    pursuit (ibdt:108)
[ 1838]    saccade ->    pursuit (ibdt:108)
[ 1839]    saccade ->    pursuit (ibdt:108)
[ 1840]    saccade ->    pursuit (ibdt:108)
[ 1841]    saccade ->    pursuit (ibdt:108)
[ 1842]    saccade ->    pursuit (ibdt:108)
[ 1843]    saccade ->    pursuit (ibdt:108)
[ 1844]    saccade ->    pursuit (ibdt:108)
[ 1845]    saccade ->    pursuit (ibdt:108)
[ 1846]    saccade ->   fixation (ibdt:108)
[ 1847]    saccade ->    pursuit (ibdt:108)
[ 1848]    saccade ->    pursuit (ibdt:108)
[ 1849]    saccade ->    pursuit (ibdt:108)
[ 1884]    saccade ->   fixation (ibdt:108)
[ 1885]    saccade ->    pursuit (ibdt:108)
[ 1886]    saccade ->    pursuit (ibdt:108)
[ 1887]    saccade ->    pursuit (ibdt:108)
[ 1888]    saccade ->    pursuit (ibdt:108)
[ 1889]    saccade ->    pursuit (ibdt:108)
[ 1890]    saccade ->    pursuit (ibdt:108)
[ 1891]    saccade ->    pursuit (ibdt:108)
[ 1892]    saccade ->    pursuit (ibdt:108)
[ 1893]    saccade ->    pursuit (ibdt:108)
[ 1894]    saccade ->   fixation (ibdt:108)
[ 1895]    saccade ->   fixation (ibdt:108)
[ 1937]    saccade ->    pursuit (ibdt:108)
[ 1938]    saccade ->    pursuit (ibdt:108)
[ 1939]    saccade ->    pursuit (ibdt:108)
[ 1940]    saccade ->    pursuit (ibdt:108)
[ 1941]    saccade ->    pursuit (ibdt:108)
[ 1942]    saccade ->    pursuit (ibdt:108)
[ 1943]    saccade ->   fixation (ibdt:108)
[ 1944]    saccade ->   fixation (ibdt:108)
[ 2140]    pursuit ->    saccade (ibdt:108)
[ 2141]    pursuit ->   fixation (ibdt:108)
[ 2142]    pursuit ->   fixation (ibdt:108)
[ 2143]    pursuit ->   fixation (ibdt:108)
[ 2144]    pursuit ->   fixation (ibdt:108)
[ 2145]    pursuit ->   fixation (ibdt:108)
[ 2146]    pursuit ->   fixation (ibdt:108)
[ 2147]    pursuit ->   fixation (ibdt:108)
[ 2148]    pursuit ->   fixation (ibdt:108)
[ 2149]    pursuit ->   fixation (ibdt:108)
[ 2150]    pursuit ->   fixation (ibdt:108)
[ 2151]    pursuit ->   fixation (ibdt:108)
[ 2152]    pursuit ->   fixation (ibdt:108)
[ 2153]    pursuit ->   fixation (ibdt:108)
[ 2154]    pursuit ->   fixation (ibdt:108)
[ 2155]    pursuit ->   fixation (ibdt:108)
[ 2156]    pursuit ->   fixation (ibdt:108)
[ 2157]    pursuit ->   fixation (ibdt:108)
[ 2158]    pursuit ->   fixation (ibdt:108)
[ 2159]    pursuit ->   fixation (ibdt:108)
[ 2160]    pursuit ->   fixation (ibdt:108)
[ 2161]    pursuit ->   fixation (ibdt:108)
[ 2162]    pursuit ->   fixation (ibdt:108)
[ 2163]    pursuit ->   fixation (ibdt:108)
[ 2164]    pursuit ->   fixation (ibdt:108)
[ 2165]    pursuit ->   fixation (ibdt:108)
[ 2166]    pursuit ->   fixation (ibdt:108)
[ 2167]    pursuit ->   fixation (ibdt:108)
[ 2168]    pursuit ->   fixation (ibdt:108)
[ 2169]    pursuit ->   fixation (ibdt:108)
[ 2170]    pursuit ->   fixation (ibdt:108)
[ 2171]    pursuit ->   fixation (ibdt:108)
[ 2172]    pursuit ->   fixation (ibdt:108)
[ 2173]    pursuit ->   fixation (ibdt:108)
[ 2174]    pursuit ->   fixation (ibdt:108)
[ 2175]    pursuit ->   fixation (ibdt:108)
[ 2176]    pursuit ->   fixation (ibdt:108)
[ 2177]    pursuit ->   fixation (ibdt:108)
[ 2178]    pursuit ->   fixation (ibdt:108)
[ 2179]    pursuit ->   fixation (ibdt:108)
[ 2180]    pursuit ->   fixation (ibdt:108)
[ 2181]    pursuit ->   fixation (ibdt:108)
[ 2182]    pursuit ->   fixation (ibdt:108)
[ 2183]    pursuit ->   fixation (ibdt:108)
[ 2184]    pursuit ->   fixation (ibdt:108)
[ 2185]    pursuit ->   fixation (ibdt:108)
[ 2186]    pursuit ->   fixation (ibdt:108)
[ 2187]    pursuit ->   fixation (ibdt:108)
[ 2188]    pursuit ->   fixation (ibdt:108)
[ 2189]    pursuit ->   fixation (ibdt:108)
[ 2190]    pursuit ->   fixation (ibdt:108)
[ 2191]    pursuit ->   fixation (ibdt:108)
[ 2192]    pursuit ->   fixation (ibdt:108)
[ 2193]    pursuit ->   fixation (ibdt:108)
[ 2194]    pursuit ->   fixation (ibdt:108)
[ 2195]    saccade ->   fixation (ibdt:108)
[ 2196]    saccade ->   fixation (ibdt:108)
[ 2197]    saccade ->    pursuit (ibdt:108)
[ 2198]    saccade ->    pursuit (ibdt:108)
[ 2199]    saccade ->   fixation (ibdt:108)
[ 2200]    saccade ->   fixation (ibdt:108)
[ 2201]    saccade ->   fixation (ibdt:108)
[ 2202]    saccade ->   fixation (ibdt:108)
[ 2203]    pursuit ->   fixation (ibdt:108)
[ 2204]    pursuit ->   fixation (ibdt:108)
[ 2205]    pursuit ->   fixation (ibdt:108)
[ 2206]    pursuit ->   fixation (ibdt:108)
[ 2207]    pursuit ->   fixation (ibdt:108)
[ 2208]    pursuit ->   fixation (ibdt:108)
[ 2209]    pursuit ->   fixation (ibdt:108)
[ 2210]    pursuit ->   fixation (ibdt:108)
[ 2211]    pursuit ->   fixation (ibdt:108)
[ 2212]    pursuit ->   fixation (ibdt:108)
[ 2213]    pursuit ->   fixation (ibdt:108)
[ 2214]    pursuit ->   fixation (ibdt:108)
[ 2215]    pursuit ->   fixation (ibdt:108)
[ 2216]    pursuit ->   fixation (ibdt:108)
[ 2217]    pursuit ->   fixation (ibdt:108)
[ 2218]    pursuit ->   fixation (ibdt:108)
[ 2219]    pursuit ->   fixation (ibdt:108)
[ 2220]    pursuit ->   fixation (ibdt:108)
[ 2221]    pursuit ->   fixation (ibdt:108)
[ 2222]    pursuit ->   fixation (ibdt:108)
[ 2223]    pursuit ->   fixation (ibdt:108)
[ 2224]    pursuit ->   fixation (ibdt:108)
[ 2225]    pursuit ->   fixation (ibdt:108)
[ 2226]    pursuit ->   fixation (ibdt:108)
[ 2227]    pursuit ->   fixation (ibdt:108)
