[  127]   fixation ->    saccade (ibdt:108)
[  744]    pursuit ->   fixation (ibdt:108)
[  745]    pursuit ->   fixation (ibdt:108)
[  746]    pursuit ->   fixation (ibdt:108)
[  747]    pursuit ->   fixation (ibdt:108)
[  748]    pursuit ->   fixation (ibdt:108)
[  749]    pursuit ->   fixation (ibdt:108)
[  750]    pursuit ->   fixation (ibdt:108)
[  751]    pursuit ->   fixation (ibdt:108)
[  752]    pursuit ->   fixation (ibdt:108)
[  753]    pursuit ->   fixation (ibdt:108)
[  754]    pursuit ->   fixation (ibdt:108)
[  755]    pursuit ->   fixation (ibdt:108)
[  756]    pursuit ->   fixation (ibdt:108)
[  757]    pursuit ->   fixation (ibdt:108)
[  758]    pursuit ->   fixation (ibdt:108)
[  759]    pursuit ->   fixation (ibdt:108)
[  760]    pursuit ->   fixation (ibdt:108)
[  761]    pursuit ->   fixation (ibdt:108)
[  762]    pursuit ->   fixation (ibdt:108)
[  763]    pursuit ->   fixation (ibdt:108)
[  764]    pursuit ->   fixation (ibdt:108)
[  765]    pursuit ->   fixation (ibdt:108)
[  766]    pursuit ->   fixation (ibdt:108)
[  767]    pursuit ->   fixation (ibdt:108)
[  768]    pursuit ->   fixation (ibdt:108)
[  769]    pursuit ->   fixation (ibdt:108)
[  770]    pursuit ->   fixation (ibdt:108)
[  771]    saccade ->   fixation (ibdt:108)
[  772]    saccade ->   fixation (ibdt:108)
[  779]    saccade ->   fixation (ibdt:108)
[  780]    saccade ->   fixation (ibdt:108)
[  781]    saccade ->   fixation (ibdt:108)
[  827]    saccade ->   fixation (ibdt:108)
[  828]    saccade ->   fixation (ibdt:108)
[  829]    saccade ->   fixation (ibdt:108)
[  830]    saccade ->   fixation (ibdt:108)
[  831]    saccade ->   fixation (ibdt:108)
[  832]    saccade ->   fixation (ibdt:108)
[  833]    saccade ->   fixation (ibdt:108)
[  834]    saccade ->   fixation (ibdt:108)
[  835]    saccade ->   fixation (ibdt:108)
[  982]    saccade ->   fixation (ibdt:108)
[  983]    saccade ->   fixation (ibdt:108)
[  988]    saccade ->   fixation (ibdt:108)
[  989]    saccade ->   fixation (ibdt:108)
[  990]    saccade ->   fixation (ibdt:108)
[  991]    saccade ->   fixation (ibdt:108)
[  992]    saccade ->   fixation (ibdt:108)
[ 1096]   fixation ->    saccade (ibdt:108)
[ 1188]    saccade ->   fixation (ibdt:108)
[ 1189]    saccade ->   fixation (ibdt:108)
[ 1199]    saccade ->   fixation (ibdt:108)
[ 1200]    saccade ->   fixation (ibdt:108)
[ 1452]    saccade ->   fixation (ibdt:108)
[ 1453]    saccade ->   fixation (ibdt:108)
[ 1454]    saccade ->   fixation (ibdt:108)
[ 1469]    saccade ->   fixation (ibdt:108)
[ 1470]    saccade ->   fixation (ibdt:108)
[ 1471]    saccade ->   fixation (ibdt:108)
[ 1472]    saccade ->   fixation (ibdt:108)
[ 1473]    saccade ->   fixation (ibdt:108)
[ 1522]    saccade ->   fixation (ibdt:108)
[ 1523]    saccade ->   fixation (ibdt:108)
[ 1526]    saccade ->   fixation (ibdt:108)
[ 1528]    saccade ->   fixation (ibdt:108)
[ 1529]    saccade ->   fixation (ibdt:108)
[ 1530]    saccade ->   fixation (ibdt:108)
[ 1531]    saccade ->   fixation (ibdt:108)
[ 1532]    saccade ->   fixation (ibdt:108)
[ 1614]    saccade ->   fixation (ibdt:108)
[ 1615]    saccade ->   fixation (ibdt:108)
[ 1616]    saccade ->   fixation (ibdt:108)
[ 1617]    saccade ->   fixation (ibdt:108)
[ 1618]    saccade ->   fixation (ibdt:108)
[ 1619]    saccade ->   fixation (ibdt:108)
[ 1620]    saccade ->   fixation (ibdt:108)
[ 1621]    saccade ->   fixation (ibdt:108)
[ 1622]    saccade ->   fixation (ibdt:108)
[ 1663]    saccade ->   fixation (ibdt:108)
[ 1664]    saccade ->   fixation (ibdt:108)
[ 1675]    saccade ->   fixation (ibdt:108)
[ 1676]    saccade ->   fixation (ibdt:108)
[ 1677]    saccade ->   fixation (ibdt:108)
[ 1729]    saccade ->   fixation (ibdt:108)
[ 1730]    saccade ->   fixation (ibdt:108)
[ 1731]    saccade ->   fixation (ibdt:108)
[ 1735]    saccade ->   fixation (ibdt:108)
[ 1736]    saccade ->   fixation (ibdt:108)
[ 1737]    saccade ->   fixation (ibdt:108)
[ 1738]    saccade ->   fixation (ibdt:108)
[ 1739]    saccade ->   fixation (ibdt:108)
[ 1784]    saccade ->   fixation (ibdt:108)
[ 1785]    saccade ->   fixation (ibdt:108)
[ 1797]    saccade ->   fixation (ibdt:108)
[ 1798]    saccade ->   fixation (ibdt:108)
[ 1799]    saccade ->   fixation (ibdt:108)
[ 1846]    saccade ->   fixation (ibdt:108)
[ 1847]    saccade ->   fixation (ibdt:108)
[ 1848]    saccade ->   fixation (ibdt:108)
[ 1849]    saccade ->   fixation (ibdt:108)
[ 1850]    saccade ->   fixation (ibdt:108)
[ 1851]    saccade ->   fixation (ibdt:108)
[ 2013]    saccade ->   fixation (ibdt:108)
[ 2014]    saccade ->   fixation (ibdt:108)
[ 2026]    saccade ->   fixation (ibdt:108)
[ 2027]    saccade ->   fixation (ibdt:108)
[ 2028]    saccade ->   fixation (ibdt:108)
[ 2085]    saccade ->   fixation (ibdt:108)
[ 2086]    saccade ->   fixation (ibdt:108)
[ 2087]    saccade ->   fixation (ibdt:108)
[ 2088]    saccade ->   fixation (ibdt:108)
[ 2089]    saccade ->   fixation (ibdt:108)
[ 2090]    saccade ->   fixation (ibdt:108)
[ 2128]    saccade ->   fixation (ibdt:108)
[ 2129]    saccade ->   fixation (ibdt:108)
[ 2130]    saccade ->   fixation (ibdt:108)
[ 2131]    saccade ->   fixation (ibdt:108)
[ 2132]    saccade ->   fixation (ibdt:108)
[ 2133]    saccade ->   fixation (ibdt:108)
[ 2195]    saccade ->   fixation (ibdt:108)
[ 2207]    saccade ->   fixation (ibdt:108)
[ 2208]    saccade ->   fixation (ibdt:108)
[ 2209]    saccade ->   fixation (ibdt:108)
[ 2260]    saccade ->   fixation (ibdt:108)
[ 2261]    saccade ->   fixation (ibdt:108)
[ 2262]    saccade ->   fixation (ibdt:108)
[ 2263]    saccade ->   fixation (ibdt:108)
[ 2264]    saccade ->   fixation (ibdt:108)
[ 2265]    saccade ->   fixation (ibdt:108)
[ 2351]    saccade ->   fixation (ibdt:108)
[ 2352]    saccade ->   fixation (ibdt:108)
[ 2365]    saccade ->   fixation (ibdt:108)
[ 2366]    saccade ->   fixation (ibdt:108)
[ 2488]    saccade ->   fixation (ibdt:108)
[ 2489]    saccade ->   fixation (ibdt:108)
[ 2490]    saccade ->   fixation (ibdt:108)
[ 2491]    saccade ->   fixation (ibdt:108)
[ 2492]    saccade ->   fixation (ibdt:108)
[ 2493]    saccade ->   fixation (ibdt:108)
[ 2668]   fixation ->    saccade (ibdt:108)
[ 2715]    saccade ->   fixation (ibdt:108)
[ 2716]    saccade ->   fixation (ibdt:108)
[ 2717]    saccade ->   fixation (ibdt:108)
[ 2718]    saccade ->   fixation (ibdt:108)
[ 2719]    saccade ->   fixation (ibdt:108)
[ 2720]    saccade ->   fixation (ibdt:108)
[ 2721]    saccade ->   fixation (ibdt:108)
[ 2722]    saccade ->   fixation (ibdt:108)
[ 2780]    saccade ->   fixation (ibdt:108)
[ 2781]    saccade ->   fixation (ibdt:108)
[ 2783]    saccade ->   fixation (ibdt:108)
[ 2784]    saccade ->   fixation (ibdt:108)
[ 2785]    saccade ->   fixation (ibdt:108)
[ 2786]    saccade ->   fixation (ibdt:108)
[ 2787]    saccade ->   fixation (ibdt:108)
[ 2788]    pursuit ->   fixation (ibdt:108)
[ 2789]    pursuit ->   fixation (ibdt:108)
[ 2790]    pursuit ->   fixation (ibdt:108)
[ 2791]    pursuit ->   fixation (ibdt:108)
[ 2792]    pursuit ->   fixation (ibdt:108)
[ 2793]    pursuit ->   fixation (ibdt:108)
[ 2794]    pursuit ->   fixation (ibdt:108)
[ 2795]    pursuit ->   fixation (ibdt:108)
[ 2796]    pursuit ->   fixation (ibdt:108)
[ 2797]    pursuit ->   fixation (ibdt:108)
[ 2798]    pursuit ->   fixation (ibdt:108)
[ 2799]    pursuit ->   fixation (ibdt:108)
[ 2800]    pursuit ->   fixation (ibdt:108)
[ 2801]    pursuit ->   fixation (ibdt:108)
[ 2802]    pursuit ->   fixation (ibdt:108)
[ 2803]    pursuit ->   fixation (ibdt:108)
[ 2804]    pursuit ->   fixation (ibdt:108)
[ 2805]    pursuit ->   fixation (ibdt:108)
[ 2806]    pursuit ->   fixation (ibdt:108)
[ 2807]    pursuit ->   fixation (ibdt:108)
[ 2808]    pursuit ->   fixation (ibdt:108)
[ 2809]    pursuit ->   fixation (ibdt:108)
[ 2810]    pursuit ->   fixation (ibdt:108)
[ 2811]    pursuit ->   fixation (ibdt:108)
[ 2812]    pursuit ->   fixation (ibdt:108)
[ 2813]    pursuit ->   fixation (ibdt:108)
[ 2814]    pursuit ->   fixation (ibdt:108)
[ 2815]    pursuit ->   fixation (ibdt:108)
[ 2816]    pursuit ->   fixation (ibdt:108)
[ 2817]    pursuit ->   fixation (ibdt:108)
[ 2818]    pursuit ->   fixation (ibdt:108)
[ 2819]    pursuit ->   fixation (ibdt:108)
[ 2820]    pursuit ->   fixation (ibdt:108)
[ 2821]    pursuit ->   fixation (ibdt:108)
[ 2822]    pursuit ->   fixation (ibdt:108)
[ 2823]    pursuit ->   fixation (ibdt:108)
[ 2824]    pursuit ->   fixation (ibdt:108)
[ 2825]    pursuit ->   fixation (ibdt:108)
[ 2826]    pursuit ->   fixation (ibdt:108)
[ 2827]    pursuit ->   fixation (ibdt:108)
[ 2828]    pursuit ->   fixation (ibdt:108)
[ 2829]    pursuit ->   fixation (ibdt:108)
[ 2830]    pursuit ->   fixation (ibdt:108)
[ 2831]    pursuit ->   fixation (ibdt:108)
[ 2832]    pursuit ->   fixation (ibdt:108)
[ 2833]    pursuit ->   fixation (ibdt:108)
[ 2834]    pursuit ->   fixation (ibdt:108)
[ 2835]    pursuit ->   fixation (ibdt:108)
[ 2836]    pursuit ->   fixation (ibdt:108)
[ 2837]    pursuit ->   fixation (ibdt:108)
[ 2838]    pursuit ->   fixation (ibdt:108)
[ 2839]    pursuit ->   fixation (ibdt:108)
[ 2840]    pursuit ->   fixation (ibdt:108)
[ 2841]    pursuit ->   fixation (ibdt:108)
[ 2842]    pursuit ->   fixation (ibdt:108)
[ 2843]    pursuit ->   fixation (ibdt:108)
[ 2844]    pursuit ->   fixation (ibdt:108)
[ 2845]    pursuit ->   fixation (ibdt:108)
[ 2846]    pursuit ->   fixation (ibdt:108)
[ 2847]    pursuit ->   fixation (ibdt:108)
[ 2848]    pursuit ->   fixation (ibdt:108)
[ 2849]    pursuit ->   fixation (ibdt:108)
[ 2850]    pursuit ->   fixation (ibdt:108)
[ 2851]    pursuit ->   fixation (ibdt:108)
[ 2852]    pursuit ->   fixation (ibdt:108)
[ 2853]    pursuit ->   fixation (ibdt:108)
[ 2854]    pursuit ->   fixation (ibdt:108)
[ 2855]    pursuit ->   fixation (ibdt:108)
[ 2856]    pursuit ->   fixation (ibdt:108)
[ 2857]    pursuit ->   fixation (ibdt:108)
[ 2858]    pursuit ->   fixation (ibdt:108)
[ 2859]    pursuit ->   fixation (ibdt:108)
[ 2860]    pursuit ->   fixation (ibdt:108)
[ 2861]    pursuit ->   fixation (ibdt:108)
[ 2862]    pursuit ->   fixation (ibdt:108)
[ 2863]    pursuit ->   fixation (ibdt:108)
[ 2864]    pursuit ->   fixation (ibdt:108)
[ 2865]    pursuit ->   fixation (ibdt:108)
[ 2866]    pursuit ->   fixation (ibdt:108)
[ 2867]    pursuit ->   fixation (ibdt:108)
[ 2868]    pursuit ->   fixation (ibdt:108)
[ 2869]    pursuit ->   fixation (ibdt:108)
[ 2870]    pursuit ->   fixation (ibdt:108)
[ 2871]    pursuit ->   fixation (ibdt:108)
[ 2872]    pursuit ->   fixation (ibdt:108)
[ 2873]    pursuit ->   fixation (ibdt:108)
[ 2874]    pursuit ->   fixation (ibdt:108)
[ 2875]    pursuit ->   fixation (ibdt:108)
[ 2876]    pursuit ->   fixation (ibdt:108)
[ 2877]    pursuit ->   fixation (ibdt:108)
[ 2878]    pursuit ->   fixation (ibdt:108)
[ 2879]    saccade ->   fixation (ibdt:108)
[ 2880]    saccade ->   fixation (ibdt:108)
[ 2881]    saccade ->   fixation (ibdt:108)
[ 2882]    saccade ->   fixation (ibdt:108)
[ 2883]    saccade ->   fixation (ibdt:108)
[ 2884]    saccade ->   fixation (ibdt:108)
[ 2885]    saccade ->   fixation (ibdt:108)
[ 2886]    saccade ->   fixation (ibdt:108)
[ 2887]    saccade ->   fixation (ibdt:108)
[ 3006]    saccade ->   fixation (ibdt:108)
[ 3007]    saccade ->   fixation (ibdt:108)
[ 3008]    saccade ->   fixation (ibdt:108)
[ 3009]    saccade ->   fixation (ibdt:108)
[ 3010]    saccade ->   fixation (ibdt:108)
[ 3011]    saccade ->   fixation (ibdt:108)
[ 3012]    saccade ->   fixation (ibdt:108)
[ 3013]    saccade ->   fixation (ibdt:108)
[ 3014]    saccade ->   fixation (ibdt:108)
[ 3015]    saccade ->   fixation (ibdt:108)
[ 3063]    saccade ->   fixation (ibdt:108)
[ 3072]    saccade ->   fixation (ibdt:108)
[ 3073]    saccade ->   fixation (ibdt:108)
[ 3074]    saccade ->   fixation (ibdt:108)
[ 3140]    saccade ->   fixation (ibdt:108)
[ 3141]    saccade ->   fixation (ibdt:108)
[ 3142]    saccade ->   fixation (ibdt:108)
[ 3143]    saccade ->   fixation (ibdt:108)
[ 3144]    saccade ->   fixation (ibdt:108)
[ 3145]    saccade ->   fixation (ibdt:108)
[ 3146]    saccade ->   fixation (ibdt:108)
[ 3147]    saccade ->   fixation (ibdt:108)
[ 3148]    saccade ->   fixation (ibdt:108)
[ 3189]    saccade ->   fixation (ibdt:108)
[ 3190]    saccade ->   fixation (ibdt:108)
[ 3191]    saccade ->   fixation (ibdt:108)
[ 3193]    saccade ->   fixation (ibdt:108)
[ 3194]    saccade ->   fixation (ibdt:108)
[ 3195]    saccade ->   fixation (ibdt:108)
[ 3336]    saccade ->   fixation (ibdt:108)
[ 3337]    saccade ->   fixation (ibdt:108)
[ 3354]    saccade ->   fixation (ibdt:108)
[ 3355]    saccade ->   fixation (ibdt:108)
[ 3356]    saccade ->   fixation (ibdt:108)
[ 3384]   fixation ->    pursuit (ibdt:108)
[ 3385]   fixation ->    pursuit (ibdt:108)
[ 3386]   fixation ->    pursuit (ibdt:108)
[ 3387]   fixation ->    pursuit (ibdt:108)
[ 3388]   fixation ->    pursuit (ibdt:108)
[ 3389]   fixation ->    pursuit (ibdt:108)
[ 3390]   fixation ->    pursuit (ibdt:108)
[ 3391]   fixation ->    pursuit (ibdt:108)
[ 3392]   fixation ->    pursuit (ibdt:108)
[ 3393]   fixation ->    pursuit (ibdt:108)
[ 3394]   fixation ->    pursuit (ibdt:108)
[ 3395]   fixation ->    pursuit (ibdt:108)
[ 3396]   fixation ->    pursuit (ibdt:108)
[ 3397]   fixation ->    pursuit (ibdt:108)
[ 3398]   fixation ->    pursuit (ibdt:108)
[ 3399]   fixation ->    pursuit (ibdt:108)
[ 3400]   fixation ->    pursuit (ibdt:108)
[ 3401]   fixation ->    pursuit (ibdt:108)
[ 3402]   fixation ->    pursuit (ibdt:108)
[ 3403]   fixation ->    pursuit (ibdt:108)
[ 3404]   fixation ->    pursuit (ibdt:108)
[ 3405]   fixation ->    pursuit (ibdt:108)
[ 3406]   fixation ->    pursuit (ibdt:108)
[ 3407]   fixation ->    pursuit (ibdt:108)
[ 3408]   fixation ->    pursuit (ibdt:108)
[ 3410]    saccade ->   fixation (ibdt:108)
[ 3411]    saccade ->   fixation (ibdt:108)
[ 3412]    saccade ->   fixation (ibdt:108)
[ 3413]    saccade ->   fixation (ibdt:108)
[ 3414]    saccade ->   fixation (ibdt:108)
[ 3415]    saccade ->   fixation (ibdt:108)
[ 3462]    saccade ->   fixation (ibdt:108)
[ 3463]    saccade ->   fixation (ibdt:108)
[ 3469]    saccade ->   fixation (ibdt:108)
[ 3470]    saccade ->   fixation (ibdt:108)
[ 3525]    saccade ->   fixation (ibdt:108)
[ 3526]    saccade ->   fixation (ibdt:108)
[ 3529]    saccade ->   fixation (ibdt:108)
[ 3530]    saccade ->   fixation (ibdt:108)
[ 3531]    saccade ->   fixation (ibdt:108)
[ 3532]    saccade ->   fixation (ibdt:108)
[ 3624]   fixation ->    saccade (ibdt:108)
[ 3693]    saccade ->   fixation (ibdt:108)
[ 3694]    saccade ->   fixation (ibdt:108)
[ 3695]    saccade ->   fixation (ibdt:108)
[ 3698]    saccade ->   fixation (ibdt:108)
[ 3701]    saccade ->   fixation (ibdt:108)
[ 3702]    saccade ->   fixation (ibdt:108)
[ 3784]    saccade ->   fixation (ibdt:108)
[ 3785]    saccade ->   fixation (ibdt:108)
[ 3791]    saccade ->   fixation (ibdt:108)
[ 3792]    saccade ->   fixation (ibdt:108)
[ 3793]    saccade ->   fixation (ibdt:108)
[ 3794]    saccade ->   fixation (ibdt:108)
[ 3795]    saccade ->   fixation (ibdt:108)
[ 3796]    saccade ->   fixation (ibdt:108)
[ 3834]    pursuit ->   fixation (ibdt:108)
[ 3835]    pursuit ->   fixation (ibdt:108)
[ 3836]    pursuit ->   fixation (ibdt:108)
[ 3837]    pursuit ->   fixation (ibdt:108)
[ 3838]    pursuit ->   fixation (ibdt:108)
[ 3839]    pursuit ->   fixation (ibdt:108)
[ 3840]    pursuit ->   fixation (ibdt:108)
[ 3841]    pursuit ->   fixation (ibdt:108)
[ 3842]    pursuit ->   fixation (ibdt:108)
[ 3843]    pursuit ->   fixation (ibdt:108)
[ 3844]    pursuit ->   fixation (ibdt:108)
[ 3845]    pursuit ->   fixation (ibdt:108)
[ 3846]    pursuit ->   fixation (ibdt:108)
[ 3847]    pursuit ->   fixation (ibdt:108)
[ 3848]    pursuit ->   fixation (ibdt:108)
[ 3849]    pursuit ->   fixation (ibdt:108)
[ 3850]    pursuit ->   fixation (ibdt:108)
[ 3851]    pursuit ->   fixation (ibdt:108)
[ 3852]    pursuit ->   fixation (ibdt:108)
[ 3853]    pursuit ->   fixation (ibdt:108)
[ 3854]    pursuit ->   fixation (ibdt:108)
[ 3855]    pursuit ->   fixation (ibdt:108)
[ 3856]    pursuit ->   fixation (ibdt:108)
[ 3857]    pursuit ->   fixation (ibdt:108)
[ 3858]    pursuit ->   fixation (ibdt:108)
[ 3859]    pursuit ->   fixation (ibdt:108)
[ 3860]    pursuit ->   fixation (ibdt:108)
[ 3861]    pursuit ->   fixation (ibdt:108)
[ 3862]    pursuit ->   fixation (ibdt:108)
[ 3863]    pursuit ->   fixation (ibdt:108)
[ 3864]    pursuit ->   fixation (ibdt:108)
[ 3865]    pursuit ->   fixation (ibdt:108)
[ 3866]    pursuit ->   fixation (ibdt:108)
[ 3867]    pursuit ->   fixation (ibdt:108)
[ 3868]    pursuit ->   fixation (ibdt:108)
[ 3869]    pursuit ->   fixation (ibdt:108)
[ 3870]    pursuit ->   fixation (ibdt:108)
[ 3871]    pursuit ->   fixation (ibdt:108)
[ 3872]    pursuit ->   fixation (ibdt:108)
[ 3873]    pursuit ->   fixation (ibdt:108)
[ 3874]    pursuit ->   fixation (ibdt:108)
[ 3875]    pursuit ->   fixation (ibdt:108)
[ 3876]    pursuit ->   fixation (ibdt:108)
[ 3877]    pursuit ->   fixation (ibdt:108)
[ 3878]    pursuit ->   fixation (ibdt:108)
[ 3879]    pursuit ->   fixation (ibdt:108)
[ 3880]    pursuit ->   fixation (ibdt:108)
[ 3881]    pursuit ->   fixation (ibdt:108)
[ 3882]    pursuit ->   fixation (ibdt:108)
[ 3883]    pursuit ->   fixation (ibdt:108)
[ 3884]    pursuit ->   fixation (ibdt:108)
[ 3885]    pursuit ->   fixation (ibdt:108)
[ 3886]    pursuit ->   fixation (ibdt:108)
[ 3887]    pursuit ->   fixation (ibdt:108)
[ 3888]    pursuit ->   fixation (ibdt:108)
[ 3889]    pursuit ->   fixation (ibdt:108)
[ 3890]    pursuit ->   fixation (ibdt:108)
[ 3891]    pursuit ->   fixation (ibdt:108)
[ 3892]    pursuit ->   fixation (ibdt:108)
[ 3893]    pursuit ->   fixation (ibdt:108)
[ 3894]    pursuit ->   fixation (ibdt:108)
[ 3895]    pursuit ->   fixation (ibdt:108)
[ 3896]    pursuit ->   fixation (ibdt:108)
[ 3897]    pursuit ->   fixation (ibdt:108)
[ 3898]    pursuit ->   fixation (ibdt:108)
[ 3899]    pursuit ->   fixation (ibdt:108)
[ 3900]    pursuit ->   fixation (ibdt:108)
[ 3901]    pursuit ->   fixation (ibdt:108)
[ 3902]    pursuit ->   fixation (ibdt:108)
[ 3903]    pursuit ->   fixation (ibdt:108)
[ 3904]    pursuit ->   fixation (ibdt:108)
[ 3905]    pursuit ->   fixation (ibdt:108)
[ 3906]    pursuit ->   fixation (ibdt:108)
[ 3907]    pursuit ->   fixation (ibdt:108)
[ 3908]    pursuit ->   fixation (ibdt:108)
[ 3909]    pursuit ->   fixation (ibdt:108)
[ 3910]    pursuit ->   fixation (ibdt:108)
